paper,citationKey,robot,Main
"Chong C W, Zhong Y, Zhou C L, Low K H and Seet G 2009 Can the swimming thrust of BCF biomimetics fish be enhanced? Proc. IEEE Int. Conf. on Robotics and Biomimetics (Bangkok, Thailand) pp 437–42",Chong_2009,,FALSE
Lionel L 2006 Underwater robots: part I. Current systems and problem pose Mobile Robotics—Towards New Applications ed A Lazinica (Germany/Austria: Pro Literatur Verlag/ARS) pp 335–60,Lionel_2006,,FALSE
Lauder G V and Tytell E D 2005 Hydrodynamics of undulatory propulsion Fish Physiology (vol 23 Fish,Lauder_2005,,FALSE
"Taguchi G 1986 Introduction to Quality Engineering (White Plains, NY: Asian Productivity Organization, UNIPUB)",Taguchi_1986,,FALSE
"Low K H, Chong C W and Zhou C 2010 Performance study of a fish robot propelled by a flexible caudal fin Proc. 2010",Low_etal_2010,,FALSE
Carver R H and Nash C 2005 Doing Analysis with SPSS (Canada: Thomson-Brooks/Cole,Carver_2005,,FALSE
"Triantafyllou M S, Hover F S, Techet A H and Yue D K P 2005 Review of hydrodynamic scaling laws in aquatic",Triantafyllou_etal_2005,,FALSE
"Zhou C, Chong C W, Zhong Y and Low K H 2009 Robust gait control for steady swimming of a carangiform fish robot",Zhou_etal_2009,,FALSE
"Prempraneerach P, Hover F S and Triantafyllou M S 2003",Prempraneerach_2003,,FALSE
Zhou C and Low K H 2010 Better endurance and load capacity: an improved design of Manta Ray Robot (RoMan-II) J. Bionic Eng. 7 S137–44,Zhou_2010,,FALSE
"Lucas, K. N., Thornycroft, P. J. M. M., Gemmell, B. J., Colin, S. P., Costello, J. H., & Lauder, G. V. (2015). Effects of non-uniform stiffness on the swimming performance of a passively-flexing, fish-like foil model. Bioinspiration & Biomimetics, 10(5), 056019. https://doi.org/10.1088/1748-3190/10/5/056019",Lucas_etal_2015,,TRUE
"Lucas K N, Johnson N, Beaulieu W T, Cathcart E, Tirrell G, Colin S P, Gemmell B J, Dabiri J O and Costello J H 2014",Lucas_etal_2014,,FALSE
Combes S A and Daniel T L 2003 Flexural stiffness in insect wings: II. Spatial distribution and dynamic wing bending,Combes_2003,,FALSE
"Long J, McHenry M and Boetticher N 1994 Undulatory swimming: how traveling waves are produced and modulated in sunfish (Lepomis gibbosus) J. Exp. Biol. 192 129–45 (http://",Long_etal_1994,,FALSE
Jayne B C and Lauder G V 1995 Are muscle fibers within fish myotomes activated synchronously? Patterns of recruitment within deep myomeric musculature during swimming in largemouth bass J. Exp. Biol. 198 805–15 (http://jeb.biologists.,Jayne_1995_b,,FALSE
Jayne B C and Lauder G V 1995 Red muscle motor patterns during steady swimming in largemouth bass: effects of speed and correlations with axial kinematics J. Exp. Biol. 198 1575–87 (http://jeb.biologists.org/content/198/7/1575),Jayne_1995_c,,FALSE
Syme D A and Shadwick R E 2002 Effects of longitudinal body position and swimming speed on mechanical power of deep red muscle from skipjack tuna (Katsuwonus pelamis) J. Exp. Biol. 205 189–200 (http://jeb.biologists.org/content/205/2/,Syme_2002_b,,FALSE
"Donley J M, Sepulveda C A, Konstantinidis P, Gemballa S and Shadwick R E 2004 Convergent evolution in mechanical design of lamnid sharks and tunas Nature 429 61–5",Donley_etal_2004,,FALSE
Tytell E D 2004 The hydrodynamics of eel swimming: II. Effect of swimming speed J. Exp. Biol. 207 3265–79,Tytell_2004_c,,FALSE
"Affleck R J 1950 Some points in the function, development and evolution of the tail in fishes Proc. Zool. Soc. London 120",Affleck_1950,,FALSE
Drucker E G and Lauder G V 2001 Locomotor function of the dorsal fin in teleost fishes: experimental analysis of wake forces in sunfish J. Exp. Biol. 204 2943–58 (http://jeb.biologists.org/,Drucker_2001_b,,FALSE
"Tytell E D, Standen E M and Lauder G V 2008 Escaping flatland: three-dimensional kinematics and hydrodynamics of median fins in fishes J. Exp. Biol. 211 187–95",Tytell_2008_b,,FALSE
"Lauder G V, Lim J, Shelton R, Witt C, Anderson E and Tangorra J L 2011 Robotic models for studying undulatory locomotion in fishes Mar. Technol. Soc. J. 45 41–55",Lauder_etal_2011,,FALSE
Borazjani I and Daghooghi M 2013 The fish tail motion forms an attached leading edge vortex Proc. Biol. Sci. 280 20122071,Borazjani_2013_b,,FALSE
"Long J H, Koob-Emunds M, Sinwell B and Koob T J 2002 The notochord of hagfish Myxine glutinosa: visco-elastic properties and mechanical functions during steady swimming J. Exp. Biol. 205 3819–31 (http://jeb.biologists.org/content/205/24/",Long_etal_2002,,FALSE
"Quinn D B, Lauder G V and Smits A J 2014 Flexible propulsors in ground effect Bioinspir. Biomimetics 9 036008",Quinn_etal_2014_b,,FALSE
"Quinn D B, Lauder G V and Smits A J 2015 Maximizing the efficiency of a flexible propulsor using experimental optimization J. Fluid Mech. 767 430–48",Quinn_etal_2015,,FALSE
"Lauder G V, Madden P G A, Tangorra J L, Anderson E and Baker T V 2011 Bioinspiration from fish for smart material design and function Smart Mater. Struct. 20 094014",Lauder_etal_2011_b,,FALSE
"Riggs P, Bowyer A and Vincent J 2010 Advantages of a biomimetic stiffness profile in pitching flexible fin  J. Bionic Eng. 7 113–9",Riggs_etal_2010,,FALSE
"Cleaver D J, Gursul I, Calderon D E and Wang Z 2014 Thrust enhancement due to flexible trailing-edge of plunging foils J. Fluids Struct. 51 401–12",Cleaver_etal_2014,,FALSE
"Read D A, Hover F S and Triantafyllou M S 2003 Forces on oscillating foils for propulsion and maneuvering J. Fluids Struct. 17 163–83",Cleaver_2003,,FALSE
"LauderGV, Anderson E J, Tangorra J and MaddenPGA2007 Fish biorobotics: kinematics and hydrodynamics ofself- propulsion J. Exp. Biol. 210 2767–80",Lauder_2007,,FALSE
"Wen L, Weaver J C and Lauder G V 2014 Biomimetic shark skin: design, fabrication and hydrodynamic function J. Exp.",Wen_etal_2014,,FALSE
Kancharala A K and Philen M K 2014 Study of flexible fin and compliant joint stiffness on propulsive performance: theory and experiments Bioinspir.,Kancharala_2014,,FALSE
Quinn G P and Keough M J 2002 Experimental Design and Data Analysis for Biologists (Cambridge: Cambridge University,Quinn_2002,,FALSE
"Wobbrock J O, Findlater L, Gergle D and Higgins J J 2011 The aligned rank transform for nonparametric factorial analyses using only ANOVA procedures Proc. of the ACM Conf. Human Factors Computing Systems (Vancouver, British Columbia, 7–12 May 2011) (New York: ACM) pp 143–6",Wobbrock_etal_2011,,FALSE
Benjamini Y and Hochberg V 1995 Controlling the false discovery rate: a practical and powerful approach to multiple testing J. R. Statist Soc. 57 289–300,Benjamini_1995,,FALSE
Pérez F and Granger B E 2007 IPython: a system for interactive scientific computing Comput. Sci. Eng. 9 21–9,Pérez_2007,,FALSE
"Winter D 2009 Biomechanics and Motor Control of Human Movement (Hoboken, NJ: Wiley)",Winter_2009,,FALSE
"Colin S P, Costello J H, Dabiri J O, Villanueva A, Blottman J B, Gemmell B J and Priya S 2012 Biomimetic and live medusae reveal the mechanistic advantages of a flexible bell margin PLoS ",Colin_etal_2012,,FALSE
"Manfredi, L., Assaf, T., Mintchev, S., Marrazza, S., Capantini, L., Orofino, S., Ascari, L., Grillner, S., Wallén, P., Ekeberg, Ö., Stefanini, C., & Dario, P. (2013). A bioinspired autonomous swimming robot as a tool for studying goal-directed locomotion. Biological Cybernetics, 107(5), 513–527. https://doi.org/10.1007/s00422-013-0566-2",Manfredi_etal_2013,,TRUE
"Albu-Schaffer A, Ott C, Hirzinger G (2007) A unified passivity based control framework for position, torque and impedance control of flexible joint robots. Int J Rob Res 26(1):23–39",Albu-Schaffer_etal_2007,,FALSE
"Arkin RC (1998) Social behaviour. In: Behaviour-based robotics. MIT Press, Cambridge, Massachusetts",Arkin_1998,,FALSE
"Ascari L, Bertocchi U, Corradi P, Laschi C (2009) Bio-inspired grasp control in a robotic hand with massive sensorial input. Biol Cybern 100(2):109–128",Ascari_etal_2009,,FALSE
"Ayers J, Wilbur C, Olcott C (2000) Lamprey robots. In: Wu, T, Kato, N (ed) In: Proceedings of the international symposium on aqua biomechanisms. Tokai University",Ayers_etal_2000,,FALSE
Bar-Cohen Y (2012) Nature as a model for mimicking and inspiration of new technologies. Int J Aeronaut Space Sci 13(1):1–13,Bar-Cohen_2012,,FALSE
"Barranco F, Diaz J, Ros E, Del Pino B (2009) Visual system based on artificial retina for motion detection. Trans Cybern IEEE 39(3):752–",Barranco_etal_2009,,FALSE
"Beer RD, Quinn RD, Chiel HJ, Ritzmann RE (1997) Biologically inspired approaches to robotics. Commun ACM 40(3):31–38",Beer_etal_1997,,FALSE
"Bradski G, Kaehler A (2008) Learning openCV computer vision with the openCV library. O'Reilly Media, USA",Bradski_2008,,FALSE
"ChielH, Ting L, Ekeberg Ö, HartmannM(2009) The brain in its body— motor control and sensing in a biomechanical context. J Neurosci 29:12807–12814",Chiel_etal_2009,,FALSE
"Crespi A, Ijspeert AJ (2009) Salamandra robotica: a biologically inspired amphibious robot that swims and walks.In: Springer (ED)",Crespi_2009,,FALSE
"Durr V, Schmitz J, Cruse H (2004) Behaviour-based modelling of hexapod locomotion: linking biology and technical application. Arthropod Struct Dev 33(3):237–250",Durr_etal_2004,,FALSE
Ekeberg Ö (1993) A combined neuronal and mechanical model of fish swimming. Biol Cybern 69:363–374,Ekeberg_1993,,FALSE
"Ekeberg Ö, Grillner S (1999) Simulations of neuromuscular control in lamprey swimming. Philos Trans R Soc Lond B 354:895–902",Ekeberg_1999,,FALSE
Grillner S (2003) The motor infrastructure: from ion channels to neuronal networks. Nat Rev Neurosci 4:573–586,Grillner_2003,,FALSE
"Grillner S, Graybiel AM (2006) Microcircuits—the interface between neurons and global brain function. Massachusetts MIT Press, Cambridge Grillner S, Jessell TM (2009) Measured motion: searching for simplicity in spinal locomotor networks. Curr Opin Neurobiol 19:572–586",Grillner_2006,,FALSE
"Grillner S, Kozlov A, Dario P, Stefanini C, Menciassi A, Lansner A, Kotaleski JH (2007) Modeling a vertebrate motor system: pattern generation, steering and control of body orientation. In: Cisek P, Drew T, Kalaska JF (eds) Progress in brain research, vol 165.",Grillner_etal_2007,,FALSE
"Hardisty MW (1986) Petromyzontiforma. In: Holcik J (ed) The fresh- water fishes of Europe. Aula-Verlag, Wiesbaden",Hardisty_1986,,FALSE
"Hardisty MW, Potter IC (1971) The biology of lampreys. Academic Press, London",Hardisty_1971,,FALSE
Hochhalter D (2011) Artificially produced spider silk fibers as a high tech biological material. Basic Biotechnol 7:12–16,Hochhalter_2011,,FALSE
"Hu Y, Katragadda RB, Hongen T, Zheng Q, Li Y, Xu Y (2010) Bioinspired 3-D tactile sensor for minimally invasive surgery. J Microelectromech Syst 19(6):1400–1408",Hu_etal_2010,,FALSE
"Hunter I, Lafontaine S (1992) A comparison of muscle with artificial actuators. In: Workshop solid state sensors actuators, 5th technical digest IEEE 22–25 June 1992, pp 178–185",Hunter_1992,,FALSE
"Islam SS, Zelenin PV, Orlovsky GN, Grillner S, Deliagina TG (2006) Pattern ofmotor coordination underlying backward swimming in the lamprey. J Neurophysiol 96:451–460",Islam_etal_20061,,FALSE
"KawatoM(2000) Robotics as a tool for neuroscience: cerebellar internal models for robotics and cognition. In: Hollerbach MH, Koditschek DE (eds) Robotics research. The ninth international symposium. Springer, London, pp 321–328",Kawato_2000,,FALSE
"Laine A, Kamula R, Hooli J (1998) Fish and lamprey passage in a combined Denil and vertical slot fishway. Fish Manag Ecol 5(4):31–44",Laine_etal_1998,,FALSE
"Li F, Liu W, Fu X, Bonsignori G, Scarfogliero U, Stefanini C, Dario P, (2012) Jumping like an insect: design and dynamic optimization of a jumping mini robot based on bio-mimetic inspiration. Mechatronics 22(2):167–176. ISSN 0957-4158",Li_etal_2012,,FALSE
"Madden JDW, Vandesteeg NA, Anquetil PA, Madden PGA, Takshi A, Pytel RZ, Lafontaine SR, Wieringa PA, Hunter IW (2004) Artificial muscle technology: physical principles and naval prospects. Ocean Eng IEEE J 29(3):706–728",Madden_etal_2004,,FALSE
"Manfredi L, Maini ES, Dario P, Laschi C, Girard B, Tabareau N, Berthoz A (2006) Implementation of a neurophysiological model of saccadic eye movements on an anthropomorphic robotic head. Humanoid Robots, 6th IEEE-RAS international conference on, pp 438–443",Manfredi_etal_2006,,FALSE
"Manfredi L, Maini E S, Laschi C (2009) Neurophysiological models humanoid robotics of gaze control in humanoid robotics. In: Choi B (ed) Humanoid robots, pp 187–212",Manfredi_etal_2009,,FALSE
"Mazzolai B, Mondini A, Corradi P, Laschi C, Mattoli V, Sinibaldi E, Dario P (2011) A miniaturized mechatronic system inspired by plant roots for soil exploration. Trans Mechatron IEEE/ASME 16(2):201–212",Mazzolai_etal_2011,,FALSE
"Ott C, Albu-Schaffer A, Kugi A, Hirzinger G (2008) On the passivity based impedance control of flexible joint robots. IEEE Trans Rob Autom 24(2):416–429",Ott_etal_2008,,FALSE
"Pfeifer R, Iida F, Bongard J (2005) New robotics design principles for intelligent systems artificial life, vol 11. MIT Press, Cambridge MA",Pfeifer_etal_2005,,FALSE
"Pratt G, Williamson M (1995) Series elastic actuators. In: Proceedings IEEE/RSJ international conference on human robot interaction and cooperative robots, vol 1, pp 399–406",Pratt_1995,,FALSE
Rovainen CM (1979) Neurobiology of lampreys. Physiol Rev 59:1007–,Rovainen_1979,,FALSE
"Saitoh K, Menard A, Grillner S (2007) Tectal control of locomotion, steering, and eye movements in lamprey. J Neurophysiol 97(4):3093–3018",Saitoh_etal_2007,,FALSE
"Scarfogliero U, Stefanini C, Dario P (2009) The use of compliant joints and elastic energy storage in bio-inspired legged robots. Mechan Mach Theory 44(3):580–590",Scarfogliero_etal_2009,,FALSE
Webb B (2000) What does robotics offer animal behaviour? Animal Behav 60:545–558,Webb_2000,,FALSE
"Webb B, Consi T (2001) Biorobotics: methods and applications.",Webb_2001_b,,FALSE
Webb B (2001) Can robots make good models of biological behaviour?,Webb_2001_c,,FALSE
Webb B (2008) Using robots to understand animal behaviour. Adv Study Behav 38:1–58,Webb_2008,,FALSE
"Marchese, A. D., Onal, C. D., & Rus, D. (2014). Autonomous Soft Robotic Fish Capable of Escape. Soft Rob, 1(1), 75–87. https://doi.org/10.1089/soro.2013.0009",Marchese_etal_2014,,TRUE
"Borazjani I, Sotiropoulos F, Tytell ED, Lauder GV. Hydrodynamics of the bluegill sunfish C-start escape response: three-dimensional simulations and comparison with experimental data. J Exp Biol 2012;215:671–684.",Borazjani_etal_2012,,FALSE
"Wakeling JM, Johnston IA. Body bending during fast-starts in fish can be explained in terms of muscle torque and hydrodynamic resistance. J Exp Biol 1999;202:675–682.",Wakeling_1999,,FALSE
"Walker JA, Ghalambor CK, Griset OL, McKenney D, Reznick DN. Do faster starts increase the probability of evading predators? Funct Ecol 2005;19:808–815.",Walker_etal_2005,,FALSE
"Gibb AC, Swanson BO, Wesp HM, Landels C, Liu C. Development of the escape response in teleost fishes: do ontogenetic changes enable improved performance? Phsiol Biochem Zool 2006;79:7–19.",Gibb_etal_2006,,FALSE
Bergstrom CA. Fast-start swimming performance and reduction in lateral plate number in threespine stickleback. Can J Zool 2002;80:207–213.,Bergstrom_2002,,FALSE
"Shepherd RF, Ilievski F, Choi W, Morin SA, Stokes AA, Mazzeo AD, Chen X, Wang M, Whitesides GM. Multigait soft robot. Proc Natl Acad Sci USA 2011;108:20400–20403.",Shepherd_etal_2011,,FALSE
"Shepherd RF, Stokes AA, Freake J, Barber J, Snyder PW, Mazzeo AD, Cademartiri L, Morin SA, Whitesides GM. Using explosions to power a soft robot. Angew Chem 2013;125:2964–2968.",Shepherd_etal_2013,,FALSE
"Xu JX, Ren Q, Gao W, Niu XL. Mimicry of fish swimming patterns in a robotic fish. 2012 IEEE International Symposium on Industrial Electronics (ISIE), 2012.",Xu_etal_2012,,FALSE
Otis AB. The work of breathing. Physiol Rev 1954;34: 449–458.,Otis_1954,,FALSE
Haaland SE. Simple and explicit formulas for the friction factor in turbulent. J Fluids Eng 1983;105:8990.,Haaland_1983,,FALSE
"Eaton RC, Lee RKK, Foreman MB. The Mauthner cell and other identified neurons of the brainstem escape network of fish. Prog Neurobiol 2001;63:467–485.",Eaton_etal_2001,,FALSE
"Wöhl S, Schuster S. The predictive start of hunting archer fish: a flexible and precise motor pattern performed with the kinematics of an escape C-start. J Exp Biol 2007;210:311–324.",Woehl_2007,,FALSE
"Tytell ED, Lauder GV. The C-start escape response of Polypterus senegalus: bilateral muscle activity and variation during stage 1 and 2. J Exp Biol 2002;205:2591– ",Tytell_2002,,FALSE
"Mason, R., & Burdick, J. W. (2000). Experiments in carangiform robotic fish locomotion. Proceedings of the 2000 IEEE International Conference on Robotics & Automation, 1, 428–435.",MasonBurdick_2000,,TRUE
"J. N. Newman and T. Y. Wu. Hydrodynamicalaspects of fish swimming. In T. Wu, C. Brokaw, and C. Brennen, editors, Swimming and Flying in Nature, Vol 2., pages 615-634. Plenum Press, New York, 1975.",Newman_1975,,FALSE
"K. A. Harper, M. D. Berkemeier, and S. Grace. Modeling the dynamics of spring-driven oscillatingfoil propulsion. IEEEJ Oceanic Eng., 23:(3):285-296, 1998.",Harper_etal_1998,,FALSE
"B. Ahlborn, S. Chapman, R. Stafford, R. W. Blake, and D. G. Harper. Experimental simulation of the thrust phases of fast-start swimming of fish. J Exper Biol., 200:2301-2312, 1997.",Ahlborn_etal_2301,,FALSE
"D. Weihs. A hydrodynamical analysis of fish turning Future Work manoeuvres. Proc. R. Soc. Lond., B. 182:59-72, 1972.",Weihs_1972,,FALSE
"R. Mason and J. Burdick. Propulsion and control of deformable bodies in an ideal fluid. In IEEE International Conference on Robotics and Automation, Detroit, 1999.",Mason_1999,,FALSE
"J.P. Ostrowski. The Mechanics and Control of Undulatory Robotic Locomotion. PhD thesis, California Institute of Technology, Pasadena, CA, Sept. 1995.",Ostrowski_1995,,FALSE
"S. Kelly and R. Murray. Geometric phases and robotic locomotion. J. Robotic Systems, 12(6):417-431, June",Kelly_1995,,FALSE
"D. Weihs. Some hydrodynamical aspects of fish schooling. In T. Wu, C. Brokaw, and C. Brennan, editors, Swimming and Flying in Nature, pages 703-718. Plenu Press, New York, 1975.",Weihs_1975,,FALSE
"Mazumdar, A., Valdivia Y Alvarado, P., & Youcef-Toumi, K. (2008). Maneuverability of a Robotic Tuna with compliant body. Proceedings - IEEE International Conference on Robotics and Automation, 683–688. https://doi.org/10.1109/ROBOT.2008.4543284",Mazumdar_etal_2008,,TRUE
"J.E. Colgate, and K.M. Lynch. 2004. Mechanics and Control of Swimming: A Review. IEEE Journal of Oceanic Engineering. 29:660- 673",Colgate_2004,,FALSE
"J. M. Anderson, and N.K. Chhabra. 2001. ""Maneuvering and Stability Performance of a Robotic Tuna"", Proc. Meeting of the Society for Integrative and Comparative Biology, Chicago Illinois, 2001.",Anderson_2001,,FALSE
"K. Klaka. 2003. Hydrodynamic tests on a flat plate in forced oscil- lation. Internal Report. Centre for Marine Science and Technology, Curtin University of Technology, Perth, Australia.",Klaka_2003,,
M.S. Triantafyllou and F.S. Hover. 2003. Maneuvering and Control of Marine Vehicles.,Triantafyllou_2003,,FALSE
"B.R. Munson, D.F. Young, T.H. Okiishi. 1998. Fundamentals of Fluid Mechanics. John Wiley and Sons, New York.",Munson_etal_1998,,FALSE
"F.E. Fish, and G.V, Lauder. 2006. ""Passive and Active Flow Control by Swimming Fishes and Mammals"". A. Rev. Fluid Mech., 38. pp",Fish_etal_2006,,FALSE
"J.D. Anderson. 1999. A History of Aerodynamics. Cambridge Univer- sity Press, Cambridge, United Kingdom",Anderson_1999_b,,
"E.J. Anderson, W. R. McGillis, and M. A. Grosenbaugh. 2001. The boundary layer of swimming fish. J. Exp. Bio. 204:81-102.",Anderson_etal_2001_b,,FALSE
"W.W. Schultz, and P. W. Webb. 2002. Power Requirements of Swimming: Do New Methods Resolve Old Questions?. Integr. Comp. Biol., 42: 1018:1025.",Schultz_2002,,FALSE
"McGovern, S., Alici, G., Truong, V.-T., & Spinks, G. (2009). Finding NEMO (novel electromaterial muscle oscillator): a polypyrrole powered robotic fish with real-time wireless speed and directional control. Smart Materials and Structures, 18(9), 95009. http://stacks.iop.org/0964-1726/18/i=9/a=095009",McGovern_etal_2009,,TRUE
Banyopadhyay P R 2005 Trends in biorobotic autonomous undersea vehicles IEEE J. Ocean. Eng. 30 109–39,Banyopadhyay_2005,,FALSE
Thorsen D H and Westneat MW 2005 Diversity of pectoral fin structure and function in fishes with labriform propulsion J. Morphol. 263 133–50,Thorsen_2005,,FALSE
"Alici G, Spinks G, Huynh N N, Sarmadi L and Minato R 2007 Establishment of a biomimetic device based on tri-layer polymer actuators—propulsion fins Bioinspir. Biomim. 2 S18–30",Alici_etal_2007,,FALSE
"Kamamichi N, Yamakita M, Asaka K and Luo Z-W 2006 A Proc. 2006 IEEE Int. Conf. on Robotics and Automation pp 1812–7",Kamamichi_etal_2006,,FALSE
"Kim B, Kim D-H, Jung J and Park J-O 2005 A biomimetic undulatory tadpole robot using ionic polymer-metal composite actuators Smart Mater. Struct. 14 1579–85",Kim_etal_2005,,FALSE
"Rossiter J, Stoimenov B, Nakabo Y and Mukai T 2006 Three-phase control for miniaturization of a snake-like swimming robot Proc. IEEE Int. Conf. on Robotics and Biomimetics",Rossiter_2006,,FALSE
"Wang H, Tjahyono S S, MacDonald B, Kilmartin P A, Travas-Sejdic J and Kiefer R 2007 Robotic fish based on a polymer actuator Aust. Conf. on Robotics and Automation",Wang_etal_2007,,FALSE
"Jones E A, Lucey K S and Ellerby D J 2007 Efficiency of labriform swimming in the bluegill sunfish J. Exp. Biol. 210 3422–9",Wang_2007,,FALSE
Iosilevskii G and Weihs D 2008 Speed limits on swimming of fishes and cetaceans J. R. Soc. Interface 5 329–38,Iosilevskii_2008,,FALSE
"Wiguna T, Park H C, Heo S and Goo N S 2007 Experimental parametric study of a biomimetic fish robot actuated by piezoelectric actuators Proc. SPIE 6525 65250R",Wiguna_etal_2007,,FALSE
"Gou S, Fukuda T and Asaka K 2003 A new type of fish-like underwater micro-robot IEEE/ASME Trans. Mechatron. 8 136–41",Gou_etal_2003,,FALSE
"Taylor G K, Nudds R L and Thomas A L R 2003 Flying and swimming animals cruise at a Strouhal number tuned for high power efficiency Nature 425 707–11",Taylor_2003,,FALSE
"Hara S, Zama T, Takashima W and Kaneto K 2004 Artificial muscles based on polypyrrole actuators with large strain and stress induced electrically Polym. J. 36 151–61",Hara_etal_2004,,FALSE
"Hara S, Zama T, Takashima W and Kaneto K 2004 TFSI-doped polypyrrole actuator with 26% strain J. Mater. Chem. 14 1516–7",Hara_etal_2004_b,,FALSE
"Hara S, Zama T, Takashima W and Kaneto K 2004 Gel-like polypyrrole based artificial muscles with extremely large strain Polym. J. 36 933–6",Hara_etal_2004_c,,FALSE
"Hara S, Zama T, Takashima W and Kaneto K 2005 Free-standing polypyrrole actuators with response rate of 10.8% s-1 Synth. Met. 149 199–201",Hara_etal_2005,,FALSE
"Wu Y, Alici G, Spinks G M and Wallace G G 2006 Fast trilayer polypyrrole bending actuators for high speed applications Synth. Met. 156 1017–22",Wu_2006,,FALSE
"Minato R, Alıcı G, McGovern S and Spinks G 2007 Tri-layer conducting polymer actuators with variable dimensions EAPAD: Proc. SPIE Electroactive Polymer Actuators and Devices p 6524",Minato_etal_2007,,FALSE
"John S W, Alici G and Cook C D 2008 Validation of a resonant frequency model for polypyrrole tri-layer actuators IEEE/ASME Trans. Mechatron. 13 401–9",John_etal_2008,,FALSE
"Muzikar J, Goor T v d, Gas B and Kenndler E 2002 Propylene carbonate as a nonaqueous solvent for capillary electrophoresis: mobility and ionization constant of aliphatic amines Anal. Chem. 74 428–33",Muzikar_2002,,FALSE
Cengel Y A and Cimbala J M 2006 Fluid Mechanics: Fundamentals and Applications 1st SI edn (New York: McGraw-Hill),Cengel_2006,,FALSE
Hoerner S F 1964 Fluid Dynamic Drag (New York: Hoerner Fluid Dynamics),Hoerner_1964,,FALSE
Alici G and Huynh N N 2007 Performance quantification of conducting polymer actuators for real applications: a microgripping system IEEE/ASME Trans. Mechatron 12 73–84,Alici_2007,,FALSE
"Metz P, Alici G and Spinks G M 2006 A finite element model for bending behaviour of conducting polymer electromechanical actuators Sensors Actuators A 130/131 1–11",Metz_etal_2006,,FALSE
"Alici G and Gunderson D 2009 A bio-inspired robotic locomotion system based on conducting polymer actuators Proc. IEEE/ASME Int. Conf. on Advanced Intelligent Mechatronics (Singapore, 14–17 July 2009)",Alici_2009,,FALSE
Alici G and Huynh N N 2006 Predicting force output of trilayer polymer actuators Sensors Actuators A 132 616–25 ,Alici_2006,,FALSE
,,,
"Ming, A., Park, S., Nagata, Y., & Shimojo, M. (2009). Development of underwater robots using piezoelectric fiber composite. Proceedings - IEEE International Conference on Robotics and Automation, 3821–3826. https://doi.org/10.1109/ROBOT.2009.5152723",Ming_etal_2009,,TRUE
"E. Kim, Y. Youm, Design and Dynamic Analysis of Fish Robot: Potuna, Proceedings of the IEEE International Conference on Robotics and Automation, 2004",Kim_2004,,FALSE
"M. Yamakita, et al, Snake-Like Swimming Robot Using IPMC Actu- ator and Verification of Doping Effect, Proceedigs of IEEE/RSJ Int. Conf. on Intelligent Robots and Systems, pp.2035-2040, 2005",Yamakita_etal_2005,,
"Motomu Nakashima,Kyosuke Ono, Dynamics of Two Joint Dolphinlike Propulsion Mechanism, Transactions of the Japan Society of Mechanical Engineers, Series B, pp.136-143, 1996",Nakashima_1996,,FALSE
"Mojarrad, M., & Shahinpoor, M. (1997). Biomimetic robotic propulsion using polymeric artificial muscles. Proceedings - IEEE International Conference on Robotics and Automation, 3(April), 2152–2157. https://doi.org/10.1109/robot.1997.619281",MojarradShahinpoor_1997,,TRUE
"Grodzinsky, A. J., ""Electromechanics of Deformable Polyelectrolyte Membranes"", Sc.D. dissertation, Dept. of Elec. Eng., MIT, Cambridge, June 1974.",Grodzinsky_1974,,FALSE
"Grodzinsky, A. J., Melcher, J. R., ""Electromechanics of Deformable, Charged Polyelectrolyte Membranes"", Proc. 27th Annu. Conf. Engineering in Medicine and Biology, Vol. 16, 1974, paper 53.2.",Grodzinsky_1974_b,,FALSE
"Grodzinsky, A. J., Melcher, J. R., “Electromechanical Transduction with Charged Polyelectrolyte Membranes”, IEEE Transactions on Biomedical Engineering, Vol. BME-23, No. 6, pp421-433, November 1976",Grodzinsky_1976,,FALSE
"Kuhn, W., Reversible Dehnung und Kontraktion bei Anderung der Ionisation eines Netzwerks Polyvalenter Fadenmolekulionen"", Experientia, Vol. V, ~ ~ 3 1 8 - 3 1 9 1949.",Kuhn_1949,,FALSE
", Katchalsky, A., ""Rapid Swelling and Deswelling of Reversible Gels of Polymeric Acids by Ionization"", Experientia, Vol. V, pp3 19-320, 1949.",Katchalsky_1949,,FALSE
"Hamlen, R. P., Kent, C. E., Shafer, S. N., “Electrolytically Activated Contractile Polymer”, Nature, Vol. 206, ppl149-1150, 196",Hamlen_1965,,FALSE
"Shahinpoor, M., “Continuum Electromechanics of Ionic Polymeric Gels as Artificial Muscles for Robotic Applications”, Smart Material and Structures, Vol. 3, ~~367-372, 1994",Shahinpoor_1994,,FALSE
"Shahinpoor, M., “Microelectro-Mechanics of Ionic Polymeric Gels as Artificial Muscles for Robotic Applications”, Proceeding of the IEEE Robotics & Automation, 1993",Shahinpoor_1993,,FALSE
"Shahinpoor, M.. Mojarrad, M., “Active Musculoskeletal Structures Equipped with a Circulatory System and a Network of Ionic Polymeric Gel Muscles”, Proceedings of the Internationa Conference on Intelligent Materials, pplO79-1085, 1994.",Shahinpoor_1994_b,,FALSE
"Shahinpoor, M., Virang, G., Mojarrad, M., ""ElectroThermo-Mechanics of Spring-Loaded Contractile Fiber Bundles with Applications to Ionic Polymeric Gel and SMA Actuators"", Proceedings of the International Conference on Intelligent Materials"", ~ ~ 1 1 0 5 - 1 1 1 1994.",Shahinpoor_etal_1994,,FALSE
